Número de candidatos votados - prefeito
Sigla;Código;Município;2004;2008;2012;2016;2020;
MG;3154408;Ressaquinha;2;3;2;2;6;
MG;3154457;Riachinho;2;2;;2;2;
MG;3154507;Riacho dos Machados;1;2;2;3;2;
MG;3154606;Ribeirão das Neves;4;2;5;4;9;
MG;3154705;Ribeirão Vermelho;2;1;2;2;2;
MG;3154804;Rio Acima;3;5;;5;5;
MG;3154903;Rio Casca;2;2;2;;2;
MG;3155009;Rio Doce;2;3;2;2;3;
MG;3155108;Rio do Prado;2;2;2;2;2;
MG;3155207;Rio Espera;2;3;2;2;2;
MG;3155306;Rio Manso;2;2;2;4;1;
MG;3155405;Rio Novo;4;3;3;;3;
MG;3155504;Rio Paranaíba;2;2;3;2;2;
MG;3155603;Rio Pardo de Minas;3;3;3;4;4;
MG;3155702;Rio Piracicaba;2;3;3;3;3;
MG;3155801;Rio Pomba;4;3;3;3;2;
MG;3155900;Rio Preto;3;5;3;2;3;
MG;3156007;Rio Vermelho;3;2;1;3;4;
MG;3156106;Ritápolis;3;3;3;4;3;
MG;3156205;Rochedo de Minas;2;4;2;4;2;
MG;3156304;Rodeiro;2;3;1;3;3;
MG;3156403;Romaria;2;2;3;2;2;
MG;3156452;Rosário da Limeira;3;3;2;2;3;
MG;3156502;Rubelita;3;2;2;2;4;
MG;3156601;Rubim;1;2;3;;2;
MG;3156700;Sabará;4;3;4;4;4;
MG;3156809;Sabinópolis;2;3;3;2;5;
MG;3156908;Sacramento;2;3;3;3;4;
MG;3157005;Salinas;3;2;2;;2;
MG;3157104;Salto da Divisa;3;4;2;2;1;
MG;3157203;Santa Bárbara;2;2;3;3;4;
MG;3157252;Santa Bárbara do Leste;2;4;2;3;2;
MG;3157278;Santa Bárbara do Monte Verde;2;2;2;;2;
MG;3157302;Santa Bárbara do Tugúrio;2;3;3;3;3;
MG;3157336;Santa Cruz de Minas;4;3;3;2;3;
MG;3157377;Santa Cruz de Salinas;2;2;2;3;2;
MG;3157401;Santa Cruz do Escalvado;3;3;2;3;4;
MG;3157500;Santa Efigênia de Minas;2;2;2;2;3;
MG;3157609;Santa Fé de Minas;2;2;2;2;2;
MG;3157658;Santa Helena de Minas;2;2;3;4;2;
MG;3157708;Santa Juliana;3;2;2;3;2;
MG;3157807;Santa Luzia;7;4;6;6;10;
MG;3157906;Santa Margarida;3;2;2;2;3;
MG;3158003;Santa Maria de Itabira;5;4;3;3;3;
MG;3158102;Santa Maria do Salto;2;2;3;2;3;
MG;3158201;Santa Maria do Suaçuí;4;2;2;3;3;
MG;3158300;Santana da Vargem;3;2;3;3;3;
MG;3158409;Santana de Cataguases;2;2;3;3;2;
MG;3158508;Santana de Pirapama;2;2;2;2;1;
MG;3158607;Santana do Deserto;2;3;4;3;2;
MG;3158706;Santana do Garambéu;2;2;2;2;1;
MG;3158805;Santana do Jacaré;2;2;3;2;2;
MG;3158904;Santana do Manhuaçu;;3;3;2;3;
MG;3158953;Santana do Paraíso;2;4;4;3;5;
MG;3159001;Santana do Riacho;7;2;3;2;3;
MG;3159100;Santana dos Montes;2;2;3;2;2;
MG;3159209;Santa Rita de Caldas;2;1;4;2;2;
MG;3159308;Santa Rita de Jacutinga;4;2;2;;2;
MG;3159357;Santa Rita de Minas;3;3;;;4;
MG;3159407;Santa Rita de Ibitipoca;3;1;2;3;2;
MG;3159506;Santa Rita do Itueto;2;2;3;2;2;
MG;3159605;Santa Rita do Sapucaí;3;3;2;4;5;
MG;3159704;Santa Rosa da Serra;2;2;2;2;2;
MG;3159803;Santa Vitória;4;2;2;2;3;
MG;3159902;Santo Antônio do Amparo;2;2;3;2;4;
MG;3160009;Santo Antônio do Aventureiro;2;2;2;;2;
MG;3160108;Santo Antônio do Grama;2;2;2;3;4;
MG;3160207;Santo Antônio do Itambé;2;2;2;2;2;
MG;3160306;Santo Antônio do Jacinto;2;2;3;3;2;
MG;3160405;Santo Antônio do Monte;2;2;2;2;2;
MG;3160454;Santo Antônio do Retiro;3;1;3;2;2;
MG;3160504;Santo Antônio do Rio Abaixo;3;2;2;;2;
MG;3160603;Santo Hipólito;4;2;2;2;4;
MG;3160702;Santos Dumont;3;2;5;5;6;
MG;3160801;São Bento Abade;3;3;2;;3;
MG;3160900;São Brás do Suaçuí;2;3;3;2;4;
MG;3160959;São Domingos das Dores;3;3;2;2;3;
MG;3161007;São Domingos do Prata;3;3;2;4;4;
MG;3161056;São Félix de Minas;2;1;2;2;3;
MG;3161106;São Francisco;3;3;;4;7;
MG;3161205;São Francisco de Paula;3;3;2;2;3;
MG;3161304;São Francisco de Sales;2;2;3;2;2;
MG;3161403;São Francisco do Glória;3;2;2;2;2;
MG;3161502;São Geraldo;3;2;2;2;2;
MG;3161601;São Geraldo da Piedade;3;2;2;2;3;
MG;3161650;São Geraldo do Baixio;2;2;3;2;1;
MG;3161700;São Gonçalo do Abaeté;2;2;2;2;2;
MG;3161809;São Gonçalo do Pará;2;2;2;2;3;
MG;3161908;São Gonçalo do Rio Abaixo;4;3;3;2;3;
MG;3162005;São Gonçalo do Sapucaí;3;4;1;;3;
MG;3162104;São Gotardo;5;2;4;5;4;
MG;3162203;São João Batista do Glória;2;2;2;;3;
MG;3162252;São João da Lagoa;2;3;2;3;2;
MG;3162302;São João da Mata;2;2;3;2;2;
MG;3162401;São João da Ponte;2;2;3;3;4;
MG;3162450;São João das Missões;2;2;2;3;3;
MG;3162500;São João del Rei;5;4;3;5;7;
MG;3162559;São João do Manhuaçu;2;2;2;2;2;
MG;3162575;São João do Manteninha;4;2;5;2;2;
MG;3162609;São João do Oriente;3;2;2;3;2;
MG;3162658;São João do Pacuí;3;3;3;2;4;
MG;3162708;São João do Paraíso;2;2;;2;3;
MG;3162807;São João Evangelista;2;3;3;2;3;
MG;3162906;São João Nepomuceno;2;3;7;4;2;
MG;3162922;São Joaquim de Bicas;3;5;5;4;3;
MG;3162948;São José da Barra;3;2;2;;3;
MG;3162955;São José da Lapa;3;3;3;5;4;
MG;3163003;São José da Safira;5;2;1;2;1;
MG;3163102;São José da Varginha;3;2;2;2;3;
MG;3163201;São José do Alegre;2;2;2;3;4;
MG;3163300;São José do Divino;2;2;2;3;2;
MG;3163409;São José do Goiabal;1;2;3;2;3;
MG;3163508;São José do Jacuri;4;3;3;5;2;
MG;3163607;São José do Mantimento;2;2;2;2;2;
MG;3163706;São Lourenço;5;2;4;4;5;
MG;3163805;São Miguel do Anta;2;3;3;2;2;
MG;3163904;São Pedro da União;2;2;2;2;2;
MG;3164001;São Pedro dos Ferros;4;3;3;3;3;
MG;3164100;São Pedro do Suaçuí;2;2;2;2;2;
MG;3164209;São Romão;2;1;2;2;3;
MG;3164308;São Roque de Minas;4;1;3;3;2;
MG;3164407;São Sebastião da Bela Vista;;3;2;;1;
MG;3164431;São Sebastião da Vargem Alegre;3;3;2;;2;
MG;3164472;São Sebastião do Anta;3;2;3;2;3;
MG;3164506;São Sebastião do Maranhão;3;2;3;3;2;
MG;3164605;São Sebastião do Oeste;2;4;2;2;3;
MG;3164704;São Sebastião do Paraíso;4;5;3;4;5;
MG;3164803;São Sebastião do Rio Preto;3;3;3;;2;
MG;3164902;São Sebastião do Rio Verde;2;3;2;;2;
MG;3165008;São Tiago;3;2;4;2;2;
MG;3165107;São Tomás de Aquino;4;3;2;2;2;
MG;3165206;São Thomé das Letras;3;2;2;3;3;
MG;3165305;São Vicente de Minas;2;3;2;2;3;
MG;3165404;Sapucaí-Mirim;3;3;2;;2;
MG;3165503;Sardoá;2;3;;2;2;
MG;3165537;Sarzedo;2;2;4;2;4;
MG;3165552;Setubinha;2;3;2;2;2;
MG;3165560;Sem-Peixe;;2;3;2;2;
MG;3165578;Senador Amaral;3;3;2;3;2;
MG;3165602;Senador Cortes;2;3;2;3;2;
MG;3165701;Senador Firmino;2;2;2;4;3;
MG;3165800;Senador José Bento;2;2;2;2;2;
MG;3165909;Senador Modestino Gonçalves;2;2;2;;2;
MG;3166006;Senhora de Oliveira;2;2;3;2;2;
MG;3166105;Senhora do Porto;3;2;3;4;3;
MG;3166204;Senhora dos Remédios;2;3;3;2;2;
MG;3166303;Sericita;2;1;1;2;3;
MG;3166402;Seritinga;2;2;2;2;2;
MG;3166501;Serra Azul de Minas;2;2;2;3;2;
MG;3166600;Serra da Saudade;2;2;1;2;2;
MG;3166709;Serra dos Aimorés;3;2;3;4;2;
MG;3166808;Serra do Salitre;3;2;3;2;2;
MG;3166907;Serrania;2;2;2;;3;
MG;3166956;Serranópolis de Minas;1;3;2;2;2;
MG;3167004;Serranos;2;2;2;3;3;
MG;3167103;Serro;3;3;2;4;3;
MG;3167202;Sete Lagoas;5;4;4;4;6;
MG;3167301;Silveirânia;2;1;2;3;2;
MG;3167400;Silvianópolis;3;3;3;2;4;
MG;3167509;Simão Pereira;3;3;4;4;3;
MG;3167608;Simonésia;3;2;2;3;3;
MG;3167707;Sobrália;2;2;3;2;4;
MG;3167806;Soledade de Minas;3;4;3;3;3;
MG;3167905;Tabuleiro;4;2;3;2;2;
MG;3168002;Taiobeiras;3;1;2;2;4;
MG;3168051;Taparuba;2;2;4;2;3;
MG;3168101;Tapira;2;3;2;;4;
MG;3168200;Tapiraí;3;2;3;2;2;
MG;3168309;Taquaraçu de Minas;3;2;2;4;3;
MG;3168408;Tarumirim;2;2;3;2;2;
MG;3168507;Teixeiras;2;2;2;3;2;
MG;3168606;Teófilo Otoni;3;3;;4;5;
MG;3168705;Timóteo;5;3;;6;3;
MG;3168804;Tiradentes;2;2;2;;3;
MG;3168903;Tiros;2;2;3;2;2;
MG;3169000;Tocantins;3;2;3;3;5;
MG;3169059;Tocos do Moji;2;2;2;2;2;
MG;3169109;Toledo;3;2;3;2;2;
MG;3169208;Tombos;3;3;2;2;3;
MG;3169307;Três Corações;6;10;;;7;
MG;3169356;Três Marias;2;2;3;5;2;
MG;3169406;Três Pontas;3;4;;3;2;
MG;3169505;Tumiritinga;2;2;2;2;2;
MG;3169604;Tupaciguara;2;2;4;3;4;
MG;3169703;Turmalina;3;3;3;3;4;
MG;3169802;Turvolândia;2;2;2;2;2;
MG;3169901;Ubá;4;2;3;5;8;
MG;3170008;Ubaí;2;2;2;3;2;
MG;3170057;Ubaporanga;3;3;2;3;5;
MG;3170107;Uberaba;4;3;6;;11;
MG;3170206;Uberlândia;7;6;3;5;9;
MG;3170305;Umburatiba;2;2;3;3;1;
MG;3170404;Unaí;2;3;4;3;3;
MG;3170438;União de Minas;3;2;1;2;2;
MG;3170479;Uruana de Minas;3;2;2;3;3;
MG;3170503;Urucânia;2;2;2;2;2;
MG;3170529;Urucuia;2;2;3;2;6;
MG;3170578;Vargem Alegre;2;2;2;2;2;
MG;3170602;Vargem Bonita;2;2;2;1;2;
MG;3170651;Vargem Grande do Rio Pardo;2;2;1;;3;
MG;3170701;Varginha;5;4;4;4;7;
MG;3170750;Varjão de Minas;2;2;2;2;3;
MG;3170800;Várzea da Palma;4;4;5;4;4;
MG;3170909;Varzelândia;2;2;3;3;4;
MG;3171006;Vazante;2;2;3;2;2;
MG;3171030;Verdelândia;3;2;2;3;4;
MG;3171071;Veredinha;2;2;3;3;2;
MG;3171105;Veríssimo;4;3;2;;2;
MG;3171154;Vermelho Novo;3;3;2;2;4;
MG;3171204;Vespasiano;3;4;3;;6;
MG;3171303;Viçosa;5;4;3;3;9;
MG;3171402;Vieiras;3;2;2;2;3;
MG;3171501;Mathias Lobato;6;3;;2;3;
MG;3171600;Virgem da Lapa;2;2;3;2;2;
MG;3171709;Virgínia;4;2;1;2;2;
MG;3171808;Virginópolis;2;4;2;2;3;
MG;3171907;Virgolândia;2;2;1;3;2;
MG;3172004;Visconde do Rio Branco;4;3;3;;4;
MG;3172103;Volta Grande;2;3;2;3;3;
MG;3172202;Wenceslau Braz;1;3;2;3;2;
MS;5000203;Água Clara;3;2;2;3;2;
MS;5000252;Alcinópolis;3;2;2;4;1;
MS;5000609;Amambaí;3;2;2;4;2;
MS;5000708;Anastácio;5;2;3;4;3;
MS;5000807;Anaurilândia;2;2;2;2;3;
MS;5000856;Angélica;2;1;3;2;1;
MS;5000906;Antônio João;2;2;3;3;4;
MS;5001003;Aparecida do Taboado;;2;4;3;5;
MS;5001102;Aquidauana;2;2;3;3;3;
MS;5001243;Aral Moreira;2;2;;3;4;
MS;5001508;Bandeirantes;2;3;3;4;4;
MS;5001904;Bataguassu;2;2;2;2;2;
MS;5002001;Batayporã;3;2;2;2;4;
MS;5002100;Bela Vista;3;3;5;5;5;
MS;5002159;Bodoquena;2;2;2;2;2;
MS;5002209;Bonito;4;2;;2;4;
MS;5002308;Brasilândia;3;2;2;2;3;
MS;5002407;Caarapó;2;3;4;2;3;
MS;5002605;Camapuã;6;2;4;2;4;
MS;5002704;Campo Grande;5;5;;;13;
MS;5002803;Caracol;2;3;2;2;2;
MS;5002902;Cassilândia;2;3;3;2;4;
MS;5002951;Chapadão do Sul;2;2;2;3;2;
MS;5003108;Corguinho;2;4;2;2;2;
MS;5003157;Coronel Sapucaia;2;2;2;2;3;
MS;5003207;Corumbá;3;3;4;3;4;
MS;5003256;Costa Rica;1;2;3;2;2;
MS;5003306;Coxim;3;2;5;3;7;
MS;5003454;Deodápolis;3;2;3;3;3;
MS;5003488;Dois Irmãos do Buriti;;1;1;3;5;
MS;5003504;Douradina;1;3;2;1;2;
MS;5003702;Dourados;3;3;4;5;7;
MS;5003751;Eldorado;3;2;2;4;3;
MS;5003801;Fátima do Sul;3;2;2;2;2;
MS;5003900;Figueirão;;;;;;
MS;5004007;Glória de Dourados;2;2;2;3;2;
MS;5004106;Guia Lopes da Laguna;4;2;3;2;5;
MS;5004304;Iguatemi;2;2;;5;2;
MS;5004403;Inocência;2;2;1;2;3;
MS;5004502;Itaporã;3;2;2;2;3;
MS;5004601;Itaquiraí;2;2;2;3;2;
MS;5004700;Ivinhema;4;1;4;3;5;
MS;5004809;Japorã;2;2;2;2;1;
MS;5004908;Jaraguari;3;3;2;3;4;
MS;5005004;Jardim;3;2;5;3;6;
MS;5005103;Jateí;2;2;2;2;2;
MS;5005152;Juti;2;2;2;2;3;
MS;5005202;Ladário;4;4;3;;6;
MS;5005251;Laguna Carapã;2;2;2;2;2;
MS;5005400;Maracaju;2;2;3;2;6;
MS;5005608;Miranda;;2;3;4;3;
MS;5005681;Mundo Novo;2;3;2;2;4;
MS;5005707;Naviraí;2;3;3;2;5;
MS;5005806;Nioaque;2;2;3;2;5;
MS;5006002;Nova Alvorada do Sul;4;2;2;2;3;
MS;5006200;Nova Andradina;2;3;2;5;5;
MS;5006259;Novo Horizonte do Sul;2;2;3;2;2;
MS;5006275;Paraíso das Águas;;;;;;
MS;5006309;Paranaíba;4;3;;2;6;
MS;5006358;Paranhos;3;2;2;2;1;
MS;5006408;Pedro Gomes;4;3;2;3;5;
MS;5006606;Ponta Porã;2;2;3;3;2;
MS;5006903;Porto Murtinho;2;2;3;3;3;
MS;5007109;Ribas do Rio Pardo;3;2;;4;6;
MS;5007208;Rio Brilhante;3;2;2;2;3;
MS;5007307;Rio Negro;2;2;3;2;3;
MS;5007406;Rio Verde de Mato Grosso;3;2;;3;2;
MS;5007505;Rochedo;2;4;2;3;2;
MS;5007554;Santa Rita do Pardo;1;2;3;2;2;
MS;5007695;São Gabriel do Oeste;2;3;2;3;2;
MS;5007703;Sete Quedas;2;1;2;2;1;
MS;5007802;Selvíria;3;2;4;2;2;
MS;5007901;Sidrolândia;2;3;4;4;2;
MS;5007935;Sonora;3;2;;2;2;
MS;5007950;Tacuru;2;2;;;2;
MS;5007976;Taquarussu;2;3;1;2;2;
MS;5008008;Terenos;3;2;2;3;7;
MS;5008305;Três Lagoas;3;4;4;4;7;
MS;5008404;Vicentina;4;2;2;2;2;
MT;5100102;Acorizal;;3;3;2;4;
MT;5100201;Água Boa;2;2;2;2;2;
MT;5100250;Alta Floresta;4;4;2;4;6;
MT;5100300;Alto Araguaia;3;3;2;2;3;
MT;5100359;Alto Boa Vista;3;3;2;3;3;
MT;5100409;Alto Garças;2;3;3;3;2;
MT;5100508;Alto Paraguai;2;5;2;3;3;
MT;5100607;Alto Taquari;2;2;2;5;3;
MT;5100805;Apiacás;2;3;4;2;2;
MT;5101001;Araguaiana;3;4;3;4;2;
MT;5101209;Araguainha;2;3;4;2;2;
MT;5101258;Araputanga;2;2;4;2;5;
MT;5101308;Arenápolis;4;2;4;5;3;
MT;5101407;Aripuanã;2;2;4;3;4;
MT;5101605;Barão de Melgaço;5;4;3;3;5;
MT;5101704;Barra do Bugres;2;5;4;7;5;
MT;5101803;Barra do Garças;4;3;6;3;4;
MT;5101852;Bom Jesus do Araguaia;3;2;;2;4;
MT;5101902;Brasnorte;3;3;3;2;2;
MT;5102504;Cáceres;5;3;4;;5;
MT;5102603;Campinápolis;4;2;3;2;3;
MT;5102637;Campo Novo do Parecis;3;5;3;3;4;
MT;5102678;Campo Verde;2;2;3;2;4;
MT;5102686;Campos de Júlio;1;2;3;2;4;
MT;5102694;Canabrava do Norte;4;2;4;4;2;
MT;5102702;Canarana;2;2;3;3;3;
MT;5102793;Carlinda;4;2;3;;3;
MT;5102850;Castanheira;2;4;3;2;1;
MT;5103007;Chapada dos Guimarães;5;2;;4;8;
MT;5103056;Cláudia;3;2;3;2;2;
MT;5103106;Cocalinho;3;3;4;3;2;
MT;5103205;Colíder;3;2;3;3;4;
MT;5103254;Colniza;2;4;5;;10;
MT;5103304;Comodoro;3;2;4;2;6;
MT;5103353;Confresa;3;6;5;4;4;
MT;5103361;Conquista D'Oeste;1;2;3;;2;
MT;5103379;Cotriguaçu;3;3;3;3;4;
MT;5103403;Cuiabá;8;5;7;6;8;
MT;5103437;Curvelândia;2;2;3;2;2;
MT;5103452;Denise;4;2;3;2;3;
MT;5103502;Diamantino;3;4;5;;5;
MT;5103601;Dom Aquino;2;3;3;2;5;
MT;5103700;Feliz Natal;2;2;3;2;3;
MT;5103809;Figueirópolis D'Oeste;1;2;2;2;2;
MT;5103858;Gaúcha do Norte;3;2;3;3;2;
MT;5103908;General Carneiro;3;3;5;2;2;
MT;5103957;Glória D'Oeste;2;2;4;2;2;
MT;5104104;Guarantã do Norte;4;2;2;4;5;
MT;5104203;Guiratinga;3;2;2;2;3;
MT;5104500;Indiavaí;1;3;2;2;2;
MT;5104526;Ipiranga do Norte;;;;;2;
MT;5104542;Itanhangá;;;;;1;
MT;5104559;Itaúba;2;3;;2;4;
MT;5104609;Itiquira;2;2;;3;2;
MT;5104807;Jaciara;2;2;4;2;3;
MT;5104906;Jangada;3;2;5;2;4;
MT;5105002;Jauru;2;2;3;2;7;
MT;5105101;Juara;2;2;;2;2;
MT;5105150;Juína;2;3;2;3;4;
MT;5105176;Juruena;2;2;3;2;4;
MT;5105200;Juscimeira;;3;4;3;3;
MT;5105234;Lambari D'Oeste;4;2;3;3;3;
MT;5105259;Lucas do Rio Verde;2;2;2;;;
MT;5105309;Luciára;2;2;3;4;4;
MT;5105507;Vila Bela da Santíssima Trindade;4;2;3;2;2;
MT;5105580;Marcelândia;2;2;4;2;1;
MT;5105606;Matupá;2;2;;3;4;
MT;5105622;Mirassol d'Oeste;3;3;4;;2;
MT;5105903;Nobres;3;4;3;3;2;
MT;5106000;Nortelândia;4;2;3;2;4;
MT;5106109;Nossa Senhora do Livramento;2;2;2;2;4;
MT;5106158;Nova Bandeirantes;4;3;5;4;4;
MT;5106174;Nova Nazaré;2;2;3;2;3;
MT;5106182;Nova Lacerda;3;3;2;2;3;
MT;5106190;Nova Santa Helena;2;2;3;2;3;
MT;5106208;Nova Brasilândia;3;2;2;2;2;
MT;5106216;Nova Canaã do Norte;3;2;2;3;2;
MT;5106224;Nova Mutum;2;3;2;1;3;
MT;5106232;Nova Olímpia;2;3;2;3;3;
MT;5106240;Nova Ubiratã;3;2;2;2;2;
MT;5106257;Nova Xavantina;2;2;3;1;3;
MT;5106265;Novo Mundo;2;2;3;2;3;
MT;5106273;Novo Horizonte do Norte;2;2;3;2;2;
MT;5106281;Novo São Joaquim;4;2;2;2;3;
MT;5106299;Paranaíta;2;3;3;2;2;
MT;5106307;Paranatinga;1;;5;;3;
MT;5106315;Novo Santo Antônio;2;4;4;3;5;
MT;5106372;Pedra Preta;3;3;6;4;6;
MT;5106422;Peixoto de Azevedo;4;3;3;2;6;
MT;5106455;Planalto da Serra;3;2;3;3;2;
MT;5106505;Poconé;3;2;2;3;3;
MT;5106653;Pontal do Araguaia;4;3;2;3;4;
MT;5106703;Ponte Branca;2;1;2;2;1;
MT;5106752;Pontes e Lacerda;2;2;2;3;2;
MT;5106778;Porto Alegre do Norte;4;3;5;3;1;
MT;5106802;Porto dos Gaúchos;2;2;2;2;3;
MT;5106828;Porto Esperidião;3;3;2;4;2;
MT;5106851;Porto Estrela;4;3;3;3;3;
MT;5107008;Poxoréo;2;2;4;4;2;
MT;5107040;Primavera do Leste;3;2;3;;2;
MT;5107065;Querência;2;1;3;2;2;
MT;5107107;São José dos Quatro Marcos;2;2;2;2;3;
MT;5107156;Reserva do Cabaçal;2;2;2;2;2;
MT;5107180;Ribeirão Cascalheira;2;3;3;2;4;
MT;5107198;Ribeirãozinho;2;2;2;2;2;
MT;5107206;Rio Branco;3;2;2;2;3;
MT;5107248;Santa Carmem;2;4;3;2;2;
MT;5107263;Santo Afonso;2;3;4;;3;
MT;5107297;São José do Povo;3;3;2;3;4;
MT;5107305;São José do Rio Claro;2;2;5;2;4;
MT;5107354;São José do Xingu;4;3;5;3;3;
MT;5107404;São Pedro da Cipa;2;3;2;2;3;
MT;5107578;Rondolândia;3;2;2;2;3;
MT;5107602;Rondonópolis;4;2;3;4;8;
MT;5107701;Rosário Oeste;3;3;4;;5;
MT;5107743;Santa Cruz do Xingu;2;3;2;2;2;
MT;5107750;Salto do Céu;2;3;3;2;1;
MT;5107768;Santa Rita do Trivelato;2;2;3;3;2;
MT;5107776;Santa Terezinha;4;4;5;3;2;
MT;5107792;Santo Antônio do Leste;2;1;2;3;3;
MT;5107800;Santo Antônio do Leverger;3;2;4;3;3;
MT;5107859;São Félix do Araguaia;3;4;4;2;6;
MT;5107875;Sapezal;2;1;3;4;2;
MT;5107883;Serra Nova Dourada;2;2;4;2;7;
MT;5107909;Sinop;4;2;2;3;6;
MT;5107925;Sorriso;3;2;;3;2;
MT;5107941;Tabaporã;3;2;3;5;4;
MT;5107958;Tangará da Serra;5;2;3;4;5;
MT;5108006;Tapurah;2;2;3;2;6;
MT;5108055;Terra Nova do Norte;4;2;4;2;3;
MT;5108105;Tesouro;2;2;2;2;2;
MT;5108204;Torixoréu;2;2;3;;1;
MT;5108303;União do Sul;2;2;1;2;1;
MT;5108352;Vale de São Domingos;2;2;2;2;2;
MT;5108402;Várzea Grande;3;3;6;4;3;
MT;5108501;Vera;2;3;2;2;2;
MT;5108600;Vila Rica;2;5;2;3;3;
MT;5108808;Nova Guarita;2;2;2;3;1;
MT;5108857;Nova Marilândia;1;2;1;3;2;
MT;5108907;Nova Maringá;2;4;2;2;5;
MT;5108956;Nova Monte verde;4;2;3;2;3;
MT;5199919;São Gonçalo;;;;;;
PA;1500107;Abaetetuba;3;5;4;6;5;
PA;1500131;Abel Figueiredo;3;1;2;3;2;
PA;1500206;Acará;3;4;;7;4;
PA;1500305;Afuá;2;3;3;2;2;
PA;1500347;Água Azul do Norte;3;3;;3;3;
PA;1500404;Alenquer;5;6;6;;10;
PA;1500503;Almeirim;5;3;4;2;7;
PA;1500602;Altamira;3;2;3;3;5;
PA;1500701;Anajás;2;1;4;3;4;
PA;1500800;Ananindeua;3;5;7;6;7;
PA;1500859;Anapu;4;4;3;;4;
PA;1500909;Augusto Corrêa;2;2;2;3;4;
PA;1500958;Aurora do Pará;3;4;;3;4;
PA;1501006;Aveiro;4;2;4;6;4;
PA;1501105;Bagre;2;1;4;5;3;
PA;1501204;Baião;3;2;3;3;5;
PA;1501253;Bannach;2;2;2;2;2;
PA;1501303;Barcarena;4;3;4;;4;
PA;1501402;Belém;7;7;10;9;10;
PA;1501451;Belterra;3;2;3;4;4;
PA;1501501;Benevides;4;3;3;5;5;
PA;1501576;Bom Jesus do Tocantins;2;2;2;3;2;
PA;1501600;Bonito;4;2;3;4;4;
PA;1501709;Bragança;5;3;;5;9;
PA;1501725;Brasil Novo;4;2;2;2;4;
PA;1501758;Brejo Grande do Araguaia;2;2;4;2;2;
PA;1501782;Breu Branco;2;2;3;5;3;
PA;1501808;Breves;4;3;;5;5;
PA;1501907;Bujaru;3;3;4;6;4;
PA;1501956;Cachoeira do Piriá;3;1;4;;2;
PA;1502004;Cachoeira do Arari;4;2;4;3;;
PA;1502103;Cametá;;3;4;8;2;
PA;1502152;Canaã dos Carajás;3;6;7;3;;
PA;1502202;Capanema;;2;4;3;4;
PA;1502301;Capitão Poço;4;4;4;;3;
PA;1502400;Castanhal;3;4;4;3;8;
PA;1502509;Chaves;3;3;2;3;5;
PA;1502608;Colares;8;4;6;5;2;
PA;1502707;Conceição do Araguaia;4;1;4;2;4;
PA;1502756;Concórdia do Pará;2;3;2;2;4;
PA;1502764;Cumaru do Norte;4;2;2;;5;
PA;1502772;Curionópolis;3;3;2;3;5;
PA;1502806;Curralinho;3;3;3;5;6;
PA;1502855;Curuá;3;3;3;3;6;
PA;1502905;Curuçá;2;2;4;2;3;
PA;1502939;Dom Eliseu;3;5;2;2;6;
PA;1502954;Eldorado dos Carajás;3;2;5;3;5;
PA;1503002;Faro;2;2;2;3;2;
PA;1503044;Floresta do Araguaia;3;4;3;4;3;
PA;1503077;Garrafão do Norte;3;2;4;2;2;
PA;1503093;Goianésia do Pará;3;2;3;4;4;
PA;1503101;Gurupá;2;2;3;;3;
PA;1503200;Igarapé-Açu;5;5;3;5;7;
PA;1503309;Igarapé-Miri;6;3;6;3;7;
PA;1503408;Inhangapi;4;2;4;4;4;
PA;1503457;Ipixuna do Pará;2;4;4;;2;
PA;1503507;Irituia;5;4;3;3;4;
PA;1503606;Itaituba;5;3;4;3;2;
PA;1503705;Itupiranga;2;3;3;3;5;
PA;1503754;Jacareacanga;2;3;4;6;4;
PA;1503804;Jacundá;2;4;3;4;4;
PA;1503903;Juruti;3;1;;3;4;
PA;1504000;Limoeiro do Ajuru;2;2;4;2;4;
PA;1504059;Mãe do Rio;2;3;3;3;6;
PA;1504109;Magalhães Barata;2;3;2;;;
PA;1504208;Marabá;4;3;5;4;5;
PA;1504307;Maracanã;5;4;3;4;5;
PA;1504406;Marapanim;5;5;6;6;4;
PA;1504422;Marituba;3;5;7;;7;
PA;1504455;Medicilândia;2;3;3;3;4;
PA;1504505;Melgaço;4;3;3;3;2;
PA;1504604;Mocajuba;3;3;3;5;3;
PA;1504703;Moju;3;2;4;3;4;
PA;1504752;Mojuí dos Campos;;;;;;
PA;1504802;Monte Alegre;5;3;;;6;
PA;1504901;Muaná;4;3;3;5;4;
PA;1504950;Nova Esperança do Piriá;4;4;2;3;3;
PA;1504976;Nova Ipixuna;2;2;3;2;;
PA;1505007;Nova Timboteua;2;2;3;4;2;
PA;1505031;Novo Progresso;3;2;5;2;4;
PA;1505064;Novo Repartimento;2;4;2;;5;
PA;1505106;Óbidos;3;2;5;;7;
PA;1505205;Oeiras do Pará;4;4;3;4;6;
PA;1505304;Oriximiná;3;2;3;7;4;
PA;1505403;Ourém;2;3;2;2;4;
PA;1505437;Ourilândia do Norte;3;3;2;4;8;
PA;1505486;Pacajá;3;3;2;;3;
PA;1505494;Palestina do Pará;2;2;3;2;2;
PA;1505502;Paragominas;3;1;2;2;3;
PA;1505536;Parauapebas;3;5;7;5;9;
PA;1505551;Pau D'Arco;4;2;2;2;3;
PA;1505601;Peixe-Boi;3;2;;3;3;
PA;1505635;Piçarra;3;2;1;;2;
